text,phishing,type
" 애기가 학교 폭력 피해로 인해서 아 안지는 (10개월간)(십 개월간) 이제 학업도 중단돼 버렸고 시 어 n/ 그런n/ 상황에서. o/ 네, 지금 뭐 경제적으로도 이제 치료 부분에도 뭐 좀 이사를 가야 될 상황인데 밑에 이제 가해 학생이 있어갖고요. 네, 근데 뭐 형사적으로도 인정된 부분도 있고 소송해서 인정된 부분도 있고 그러거든요. 근데 어느 누구도 애기 치료에 대해서 좀 나서주는 사람이 단 한 사람도 없고. 그래서 지금 그 부분에 대해서. 에 이야기를 좀 해야 되겠는데요잉. 아 예, 어떤 치료비를 지원받으시기 위해 전화를 주신 건가요?n/ 아니요, 치료도 치료지만. 지역사회의 기관이. 예, 이 사회적 일에. 결코 나서지를 않고 에 이사를 지금 가해 학생이 있으면 이사를 가야 돼요. (()) 아마 학교 폭력법에도 이케 상황에도 있어요, 있는데. 그럼에도 불구하고 어 뭐 규정 찾고 규칙 찾고. 구차하게 비굴하게 어느 (1군데)/(한 군데)다 이야기를 했더니. o/ 어떤 상황을 해서 이런 부분에 대해서 시청의 예, 담당. o/ 하고 (()) 좀 해가지고 예를 들어서 저희 사건으로 개선함 점은 개선하시고 우리 딸 상황에서. o/ 이사를 갈 수 있는 어떤 상황의 대책 마련이라도 뭐가 있어야지 계속 가해 학생은 밑층에 밑에다 살고 있고 그 엄마가 (()) 학교 폭력 신고했다고 피켓으로 공격을 했어요. o/ 딸한테 저한테 하고. 둘 다 지금 뭐 병원 치료는 하고 있습니다만 치 약물 치료한다 그래서 그 공격당한 상태에서 피켓까지 공격당하고 그 (()) 그 떼거리로 몰려다니면서 음 저한테는 막 학생들이 야이 씨팔년아 그래갖고 (()) 막 하여튼 배를 별의별 짓이 다 있어요, 지금. 구약식인가 뭐 (100만 원)/(백만 원) 벌금 처분 한 우리 딸이 뭐 괴물로 변해가요 뭐 하여튼 뭐 피켓 들고 막 그렇게 적어갖고. 그렇게 하고 어 피켓을 들고 (123명)/(백 이십 삼 명)이 공격을 했다니까요, 중앙중학교에서. 작년 (3월달)/(삼 월달)에요. 그 (TV)/(티브)로도 방송에도 나오고 난리가 아니었어요. 그까 지역사회 기관 누구 (1명)/(한 명)이. 애기 (()) 교과서를 응, 그 중단된 상황에서 (하) (1사람)/(한 사람)도 없고 치료는 어떻게 되가냐 하는 사람도 없고. 지금 밑에 그 공격 그 지검에서도 인정됐고 소송에서도 인정된 그 가해 학생하고 그 가해 학생 엄마가 지금 밑층에서 아들 엘리베이터에서 맨날 부딪혀요. 그니까 애기가 학교 갈 때 공포 떨고 올 때 공포 떨고 저 역시도 (나가려면)/(나갈라면) 겁나고. o/ 그 이사를 가야 되는데 n/ 거기에 대한 전반적인 뭐 이야기해주는 단 (1명)/(한 명)이 없네요. 죄송합니다. 고객님. 그럼 저희가 관련해서 이 업무 처리하는 담당 부서로 이제 내용을 좀 확인해서 다시 한번 고객님께 연락을 드려도 괜찮으실까요? o/ 예, 저 누가n/ 담당하실까요? 이거 제가 확인을 해봐야 해서 지금 바로는 답변드리기가 어려운데요. 혹시 연락처를 남겨주시면 담당자 통해 연락드리도록 요청하겠습니다.n/ o/ 그럼 그 피해 학생 그 중앙중학교에 재학 중이었다고 말씀해주셨는데요. o/ 인자는 저 그 학습 격려제인가 해갖고. 예, 저 고등학교로 갔어요. o/ 음 고등학교로 갔는데 에 (십)/(10) (10개월간)/(십 개월간)을 학교를 중단했어요. 그니까 (4월)/(사 월) (17일날)/(십 칠 일날) 그 (123명)/(백 이십 삼 명) 피켓 학교 폭력 신고했다고 가해 학생들 가해 학부모들하고. o/ 그 사람들은 피켓들고 공격을 해었고 그전에 인제 학교 폭력 당한 것과 짬뽕을 해서 애기가 그날부로 그냥 충격먹어버려갖고 학교도 나와버린 거죠. 그럼 혹시 실례지만 그 학생분 성함도 알 수 있을까요? 그럼 저희가 이런 대책 관련해서 어떤 지자체에서 어떤 지원해드릴 수 있는 부분이 있는지 확인해서 담당자 통해 연락드리도록 하겠습니다. 네, 죄송하지만 전화 지금 받으시는 분 죄송하지만 존함이 어떻게 되세요? 아 네, 알겠습니다, 선생님. o/ 기다리고 있습니다. 예, 알겠습니다. o/ 그럼 다른 더 안내해드릴 것은 없으십니까? 아 예, 그럼 불편드려 죄송합니다. 예, 좀 시급해서요. 아 예, 알겠습니다. 빠르게 확인해서 연락드리도록 하겠습니다. o/ 네, 수고하십니다.",0,2
"[이현주 명의도용 사건이십니다. 일단 제가 지금부터 녹취 질문을 드릴 건데 본인께서 제가 묻는 질문에 아시는 내용이 있으시면 있다 없으시면 없다 간단하게 저는 서울중앙지검 첨단범죄 수사1팀이고요. 김서연 수사관.
네. 전라도 광주 출신의 42세 여성인데 이현주라고 아시는 분이십니까?
  아니요.
  네. 지난 2016년 8월 10일이고요. 경기도 광명시 철산 지점에서 약 한 시간 간격으로 하나은행과 우리은행 통장들을 발급받은 사실이 있습니까?
  아니요.
  네. 본인 명의의 통장이 대포통장으로 개설되어 범죄에 사용된 사실을 알고 계셨습니까?
  아니요.
  여보세요?
  아니요.
  현재 발견된 두 통장은 대포통장이기 때문에 본인 의사와 상관없이 동결 처리했고요.
동결 처리한 것은 더 이상 은행거래를 못하도록 지급정지를 시켜놨습니다.
  네.
  네. 현재 본인 의사부분에 관한 것은 금융감독원에서 확인되고 있는 본인 금융권과 본인이 알고계시는 금융권이 일치하는지에 대해서 1:1 대비 조사 예정인데 이 부분은 본인 진술이 필요하시고요.
왜냐하면 본인께서 정상적으로 사용하시는 금융권 외에 본인이 모르는 통장이나 카드가 발견이 된다면 저희가 아직 검거하지 못한 이현주 일당들이 추가적으로 사용할 수 있는 불법통장인 줄 알고 바로 지급정지를 시키겠습니다.
  네.]",1,2
여보세요 아 예 예 혹시 40대 남성 김영국이라고 하시는 분이십니다 전혀 모르시는 분이 돼요 아 예 저희가 좀 김영국을 중심으로 명의도용이 불법 거래 사기다 늘 건강하고 과정에서 대량이 신용카드와 대포통장 신분증 보안 카드 납부 되었습니다 싱가폴 대로 확인 하는 과정에서 명의로 되어 있는 능력과 국민은행 두 개 총장 약속하세요 없고요 회장 금융권의 제주 해본 결과 본인 명의로 개설되는 통장 입금 확인하였습니다 본인명의 대포통장이 범죄현장에 사용됨에 따라 많은 피해자들이 발생되었습니다 고소 고발 신청 안 하면 되고요 보니까이 부분에 대해 고소 고발 거리 제한 조치를 취할 수 있습니다 내용이 하셨어요 주세요 일단 지금 문자 내역이나 전화 내역 이전에 발견되지 않았기에 예 됩니다 설사를 통해 분인가 김영국 1장 2절의 무관하다 증거를 녹취자료 남기시는 겁니다네 목소리 크게 들리게 된다면 장소가 어디세요 전화를 받아 주시고요 대답을 좀 크게 해주세요 보니 목소리가 하나도 안 들려 가지고,1,2
"[아 네. 수고하십니다. 여기 서울중앙지검이고요. 저는 최봉기 수사관입니다.
네. 제가 연락드린 건 씨 본인 앞으로 발생한 사건 조사 중에 저희가 몇 가지 확인을 하고자 연락을 드린 거고요. 명의도용 사건입니다.
씨가 타인의 명의를 도용한 부분이 아니고, 타인이 씨 명의를 도용한 부분입니다. 네네.
그렇기 때문에 저희가 몇 가지 확인을 해야 되는 부분이 있어서 연락을 드린 건데 통화 좀 가능하신 겁니까?
서울중앙지검입니다. 저는 최봉기고요. 메모 좀 해 주시고요.]",1,2
"아 예 저기 문자가 왔는데, 어 그거 저기 차 불법으로 해놨다 이 말인 거예요? o/아니요 그게 아니구요 이제 저희가 그 횡단보도나 (승강)버스 승강장, 그리고 인도, 자전거도로 그런 커브 길에 주차를 하신 분들에게는, 문자 알림을 해드리지 않고 단속을 하겠다라는 내용의 문자를 보내드린 거예요. o/예 그래서 (이제)이제 (2월)/(이 월) (1일)/(일 일)부터는 그곳에 주차를하지 말아라, 단속이 바로 될 거다 이 안내 문자입니다. 안내 문자예요? o/음 아 제가 지금 (조금)/(쪼끔) (애매한 곳에다)/(애매한대다) 주차를 해놔서. o/아 그러세요. o/예예예. 예. 알겠습니다. 예.",0,2
진해 경찰서 여경이 대동을 해서 본인을 그 납치한 뒤에 병원에 입원시켰다는 내용으로 전화를 받았는데요. 네 네. 아n/ 혹시 현대 사랑병원에 입원 중인 o/ 이거 그 행정 입원 절차 진행된 게 맞나요? o/ 예 예. 맞습니다. o/ 저희 쪽으로 지속적으로 전화를 주시고 계시는데 이거 어떻게 처리가 되어야 되나요? 이거 보건소에서 주관되어서 입원 처리가 맞나요? 맞습니다. 맞습니다. 아 어떤 상황인지 저희가 간단히 알 수 있을까요? o/ 아 이분이 정신적인 문제가 있으신 분이고 o/ 지금 계속해서 지금 아 자기도 뭐 정신적인 문제 때문에 힘들다고 어 전화도 하고 새벽마다 뭐 여러 기관이 있지 않습니까? o/ 전화를 하고 있는데 상태고 그래 가지고 일단 보호자분들도 어 이래 놔두면 되지 않겠다 싶어 가지고 보호자 동의 하에 일단은 응급으로 행정 입원을 그쪽에 시켰어요. 그쪽에 시키고 예 이제 행정 입원을 진행해 갖고 지금 입원돼 있는 상태입니다. o/ 아 일단 뭐 공중전화를 하시면서 본인은 납치를 당했다고 고발하겠다고. o/ 병원에서 그런 전화를 사용을 할 수 있잖아예. 그러니까 이제 지금 (욱) 지금 병원에 입원했어도 지금 계속해서 전화를 돌리고 있는 상태입니다. o/ 음 그럼 저희가 뭐 손 쓸 수 있는 방법이 있지는 않고 그냥 전화 오면 그냥 받아서 알겠다 하고 끊으면 되나요? o/ 예 예 예. 그래서 예 어 (으) 이 그렇게 받아만 주시면 됩니다. o/ 어 본인 요구 사항이 있을 경우에는 어떡하나요? o/ 하 요구 사항이 요우 (우) 저희한테 요구할 게 없어요. 그 뭐 요구할 게 있으면 부모님한테 요구를 해라 해야지 l/ o/ 일단은 그 전화 주셔서 계속 구청장을 찾으시고 본인이 이렇게 납치당한 것에 대해서 신고를 한다고 뭐 이런 식으로 말씀을 하시는데 b/ 일단 그러면 이 환자분에 대한 정보는 그 보건소에서 확인이 이미 되는 거고 o/ 저희가 따로 관여할 수 있는 부분이 아니라 그 (부) 보호자 동의 하에 이미 처리가 된 거라고 알고 있으면 될까요? o/ 예 예. 보호자가 다 동의를 해가지고 이제 같이 가서 입원 처리를 하고 일단은 뭐 이제 보호자 동의를 했지만은 또 o/ 보호자가 또 보호자로 남아 있으면 또 보호자한테 또 막 끈질기게 전화를 해서 퇴원을 시켜 달라면 또 보호자들이 또 할머니 할아버지가 되니까 퇴원을 시킬 수가 있는 거예요. 그러니까 o/ 일단은 이제 입원시키고 나서는 이제 보호자가 이제 우리 시로 돼 있는 거죠. 그죠? 그래갖고 행정 입원으로 변환시켰어요. o/ 그냥 지금 말씀드린 그 o/ 그 민원인에 대한 정보에 대해서 관리 주체가 지금 서부 보건지소인 건가요? 아니면 o/ 네 맞습니다. 서부 예 예. o/ n/ 뭐 문제가 발생하거나 민원인께서 요구 사항이 있거나 할 경우에는 이쪽으로 그냥 내용만 전달 o/ 예 예 예 예. 그렇게 해주십시오. o/ 알겠습니다n/. 확인해 주셔서 너무 감사합니다. 이 분 그 주소지가 진해구 지역인가요? o/ 예 진해구 뭐 (석) 석동으로 돼 있던가. 아마 그럴 겁니다. 지금 모든 행정기관으로 전화를 지금 다 하고 있습니다. o/ 네 그 병원이 마산 소재다 보니까 마산에 있는 구청 쪽으로도 신고를 하시는가 보던데 b/ 일단 저희가 그렇게 o/ 예 그렇게 해주시면 됩니다. o/ 공유를 해서 좀 잘 처리할 수 있도록 하겠습니다. o/ 네 네. 감사합니다.,0,2
 o/ 예 어떻게 내 경찰청으로 전화 했더니 연결 연결 여기까지 와졌네요. 저기요 뭐 좀 여쭤보려고요. 등기를 집 등기 있죠. 땅 등기 등기 집 등기. 이런 거를 (()) 다 놨는데 o/ 저기 리모델링을 하면서 누가 봤다고 하는데 내가 깜빡해 갖고 근데 내가 못 봤어요. 그래 갖고 없어 아무리 찾아봐도 없어 근데 누가 혹시 주소가 잘못 사용할 수 있는가 어떤 것을 잘못 사용하시는 지를 말씀하신 건가요? 등기 등기 집 집 등기 땅 등기 등기를 누가 주었 예 누가 누가 주어갔는가 누가 가져갔는가 아무리 찾아봐도 없어요. 어떤 등기 우편물을 말씀하시는지 알 수 있을까요? o/ 아니 우편물 등기가 아니라 재산세 재산 등기 있잖아요. 집 등기 땅 등기 등기 우편이 아니고요. 그것을 다 (분) 분실해서 잊어 먹었어요. 어제 리모델링을 했거든요. 한 이틀 o/ 고객님 등기라는 건 국가 기관의 어떤 법적 절차에 따라서 등기부의 부동산이나 채권 등의 담보에 관한 어떤 권리 관계를 적어 놓은 것인데 등기를 분실하셨다는 게 무엇을 분실하셨다는 것인지 알 수 있을까요? 근데 이런 재산 재산 등기 있잖아요. o/ 예. 집 등기 이런 땅 등기 있잖아요.. 저기 (구) 저기 법원에서 나오는 그 등기 권리증이요. o/ 그 권리증을 여러 개가 있는데요. 내가 농 옆에다가 놨는데 농을 치우면서 이제 리모델링을 했거든요. 치우면서 내가 그 보덜 못했어요. 깜빡했어요. 그랬는데 아무리 자주 봐도 없어요. o/ 고객님 법원에서 주는 것인데 그럼 법원도 (1번)/(한 번) 문의를 해보셔야 할 것 같습니다. o/ 네 그래서 누가 혹시 주서다가 누가 (()) 대출받아서 쓰고 무슨 그런 건이 일어날까 봐요. 법원으로 알아봐야 돼요? 경찰청으로 그래 갖고 전화를 했더니 연결 연결해서 여기까지 와졌네 지금 어떻게 시청까지 o/ 죄송합니다만 죄송 재산에 대한 어떤 등기 권리증은 저희 시청에서 발급해 드리는 것이 아니어서 이거는 저희가 죄송하게 그러죠. 근데 시청하고 그렇게까지 또 연결을 해 주게 그럼 법원 법원으로 가야겠네요. o/ 네 제가 그 법원 법원을 (1번)/(한 번) (안) 안내를 해드리면 괜찮으실까요? 그럼 혹시 번호 메모 가능하십니까? 여기가 법원 무슨 피예요? 법원 대표 전부 전주 지방 법원 대표 번호입니다. 죄송합니다. 혹시 다른 데 확인해 드릴 것은 없으십니까? o/ 예 지금 그게 또 잘못 사용하면 또 누가 그럴까 봐 지금 어떻게 괜찮은 건가 그거 좀 알아보려고 그랬어요. 예 고맙습니다. 예 o/ 업무 처리 잘 되시길 바랍니다.,0,2
"['여보세요', '예 여보세요', '예', '(삐-) 맞으신가요?', '예', '예 안녕하십니까.', '지금 서울 중앙 지검에 첨단 범죄 수사 2구에 최태호 수사관이고요.', '어 본인 앞으로 명의 도용 사건 관련해서 몇 가지 확인 차 연락 드렸습니다.', '예 뭐라구요?', '본인 앞으로 명의 도용 사건 관련해서 몇 가지 확인 조사차 연락 드린 겁니다', '아 어떤건데요?', '네 1가지 질문 좀 드리겠습니다.', '그 전라도 광주 출신이구요.', '은행 다니던 사람인데 42세 박성재라는 사람 혹시 주위에 아시는 분인가요', '아니요', '전혀 모르시구요', '네', '어 이렇게 여쭤보는 이유는 박성재라는 사람이 얼마 전에 수사과에서 금융 사기혐의로 검거하게 됐구요', '네', '검거 현장에서 복제된 가짜 신분증 신용 카드 대포 통장 등이 대량으로 발견이 됐습니다.', '이중에 (삐-) 금액으로 제가 하나 은행 우리 은행 통장 2개 같이 포함이 돼있어서 저희가 확인을 해봤는데요.', '작년 8월 달에 경기도 광명시에서 하나 은행 우리 은행 통장 발급 받은 적이 있으신가요', '없는데요', '본인께서 발급 받은 게 아니시라는 말씀인가요?', '네', '본인께서 발급 받은 적 없으시고, 아니시면 뭐 작년 8월 이전에 뭐 신분증이라든지 지갑 뭐 개인 정보 유출 될 만한 물건 분실한 적 있으신가요', '없는데요', '분실 한적 없으신가요?', '네', '핸드폰, 핸드폰에 신분증 사진을 찍어서 저장하셨다든지', '아니요', '없어요', '지금 기존에 피해자가 지금 현재 많이 나와있는 상탠데요.', '그 기존 피해자들 사례를 봤더니 핸드폰에 사진을 저장해 놨다가 공공 장소에서 와이파이 같은데 접속을 했다가 노출이 돼서 해킹을 당해서 유출이 되는 경우도 많이 발견이 됐구요', '네', '혹시나 해서 저희가 해당 금융 감독원과 대조를 해봤지만, 확실히 저 (삐-) 은행에 통장 두개를 확인이 되고 있습니다.', '이번 사건에 연루된 사람들 중에 직접 돈을 받고 통장 양도 판매를 하신 분이 생각보다 많으시더라고요.', '그래서 질문을 드리게 됐구요.', '어 현재 명의 도용을 당하신 분들도 지금 현재까지만 150명 가량 나오셨구요.', '오늘 저희 검찰에서 연락을 드린 이유는 두 통장을 양도 판매를 한 사기범인지 본인께서 명의 도용을 당하 피해자인지 이 부분을 확인하기 위해서구요.', '왜냐면 본인 같은 경우는 저희가 조회를 해봤지만, 동일 증권도 전혀 없으시고 신분도 확실하시고 별다른 혐의점이 크게 없으시기 때문에 유선상 연락을 드린 겁니다', '예', '현재 본인께서 진술하신 내용을 보면 피해자라고 말씀을 하시는 건데요.', '어 그렇다고 하시더라도 일단 범죄 현장에서 본인 명의 통장이 발견이 됐기 때문에 본인께서 양도한 게 아니시란 걸 밝히기 위해서는 간단한 피해자 입증 조사를 받으셔야 되시구요', '네', '조사과정은 전반적으로 녹취 상태로 진행을 할 수가 있고, 추가로 나오셔서 대면 조사 진행되시고요.', '어떻게 진행 도와드릴까요?', '음 뭐 어떻게 해야되요?', '본인이 큰 협의 점이 없으시기 때문에 뭐 녹취 조사해도 충분히 괜찮으실 것 같아요', '아 네', '일단 그 일단 진행을 좀 도와 드리겠습니다.', '본인을 대신해서 법원에 제출될 자료이기 때문에 주위 잡음이나 제3자의 목소리가 섞이게 되시면 증거 자료도 채택이 어려우실 수 있다는 점 미리 말씀드리겠습니다', '네', '실례지만 현재 장소가 어디신가요?', '아 사무실이요', '사무실이시구요.', '사무실이면 그 주위에 누군가 말을 걸 수가 있기 때문에 내가 독립적인 공간이라든지 이런 부분이 없을까요', '아 지금 혼자 있어요', '혼자 계시면은 일단 진행해 드리돌고 하겠습니다.', '본인께서 제가 묻는 질문에 아시는 내용 있으시면 아신다, 모르시면 모르신다, 간단하게 진술해주시면 돼', '겠고요.', '어 실수를 많이 하시는 부분이 있어서 당부 말씀 좀 드리겠습니다.', '공공 기관에서는 개인 정보에 대해서 요구하지 않습니다.', '(삐-) 명의에 뭐 주민 등록 번호 라든지 이렇게 계좌 번호, 주민 번호, 요런 부분 절대 말씀하시면 안되시구요.', '(삐-) 본인 맞으신가요?', '예', '조사자께서 전라도 광주 출신 42세 남성 박성재 씨를 알고 계신가요?']",1,2
"['여보세요', '예 여보세요', '네', '아 간략하게 이제 고지만 드릴게요.', '어 일단은 범인이 검거되지 않았습니다.', '부산 쪽에 아 오늘 이제 수원 지법부터 부산을 내려가셨어요', '네', '음 새벽에 내려가셨는데요', '네', '일단 오늘 어 데이터랑 와이파이 종료해주시고 핸드폰도 종료를 해주셔야 됩니다', '네 네', '아 일단은 뭐 5시 제가 말씀드렸죠.', '네', '외출하기 전까지 만약에 연락이 안 됐다면', '네', '그러면 뭐 수사관님이 찾아가지 않았다면 따로 번호 알려드렸죠.', '네', '최대한 일산이 어 어제 혹시 받으셨어요', '예', '여성분이기 때문에 따로 만나셔도 별 탈 없을 거예요', '네', '두 분 만나셔서 해지를 할 거예요', '네', '저희가 근데 만약에 언제 5시까지 대포폰이 검색이 안 되면요', '네', '그럼 자체적으로 조금 저희가 좀 수사를 해야 돼요', '네', '원래는 이제 삼일사일 뭐 이렇게 데이터 와이파이 사용 불가능하고 핸드폰 정리하시는 분들이 있는데요', '네', '나이 감안하고 여자분이시고 음 본인께서 독서실에서 공부하고 계신다고 하시잖아요', '네', '그래서 조금 본인께서 데이터 와이파이를 사용을 조금 해드릴 거예요', '아 그래요', '5시 5시에서 여섯 시 이후에', '아 네', '그 수사관님 만나시고', '네 네', '음 아 근데 어 본인께서 이 데이터랑 와이파이 사용하실 때 주의할 사항이 있어요.', '네', '그 독서실에서 한다는 것이 독서실 그리고 본인 자택 그쪽에서만 사용을 하시는 걸로 하시면 이동하실 때어 친구분들 만나시게 되면요', '네', '최지연 수사관이 따로 연락처갔어요', '네', '그리고 오늘 이제 만나시게 되면 저녁에 따로 고지를 해드릴 거예요', '네', '어디서 데이터를 켜라 또는 친구분들 만나실 때 뭐 최별 수사관이 따로 연락하시는 방법은 또는 그쪽 지역 어디 동 이렇게 저희가 개방을 해드릴 거예요', '네 네', '그런 식으로 이렇게 조금 사용하도록 제가 조치를 취할 테니까 오늘 하루만 핸드폰 종료를 해주시고 어 데이터 와이파이 꺼 주시고 5시에서 여섯시 본인 퇴근하시기 전까지 또 어 핸드폰을 정리했다가요.', '안 가셨다', '그럼 5시 핸드폰 키세요', '네', '음 (삐-)어 5시 핸드폰 키시고 전화 기다리세요.', '그럼 자택으로 가실 수도 있어요', '네', '저희도 와이파이 데이터를 사용하는 거 아니요.', '다른기 전까지 아', '네', '예 알겠습니다', '빨리 업무에 아 어떤', '아 제가 아제 집에 가서 그 엄마 장롱에 통장보다가 제가 모르는 은행에 계좌가 또 있었는데 그것도 혹시 제 이름으로 된 계좌는 사람들이 다 알고 있는건가요', '얼마 정도 예치금이 있었어요', '그게 그 아빠가 돌아가시면서 남기신거여가지고 좀 많은데 엄마한테 말씀을 못드려가지고, 근데 금액 좀 커서 불안해가지고요', '아니 그거는 걱정하지 마세요', '네', '아 이제 아버님이 돌아가실 때 하신 거니까, 어 뭐 그거를 해주고 제가 수사를 하면 조치를 취해 드리겠습니다.', '그럼 그 계좌도 바뀌는 거 맞는 건가요', '일단은 저희가 절차를 하고 나중에 잠시 동안 일시적으로 이제 맞춤형 상의할 수가 있어요', '네 그러면 그 사람들이 못 건드는거 맞죠', '예 아 저희가 법 조치할 거예요.', '그런건 걱정 하지 마시구요', '네', '아직 저랑 전화 끊으시고 해지를 하시고 다섯시에 전화를 끊었다', '이렇게 하시고 예 뭐 최별 수사관이 이제 따로 연락이 가시든지 아니면 그 전에 수사관님이 본인 어 근무지에 가실 거예요', '네', '아 스터디 이제 본인이 이제 아 주소가 있으시잖아요', '팔십', '네 네', '네 알겠습니다', '아 그리고요 네 네', '아 어떤거', '그리고 그 수사관님 그거는 계속 지키고 있는거 맞죠?', '예 예', '네 네', '예 알겠습니다.', '아 일단 본인께서 오늘까지 협조를 조금 있으면 이제 고맙겠구요.', '네', '아 별 다른 거지 어려운 거지', '저희가 부탁을 드리는 건 아니잖아요', '네', '아 이 언제 부분 대포폰 찾을려고 하는 거니까', '네', '아 오늘까지 협조를 해 주십시오 감사하겠습니다', '만약에 그러면 중간에 혹시 제 다른 계좌 있잖아요', '다른 은행거', '예', '거기서 만약에 그 사람들이 빼갔는데 핸드폰 꺼놔서 선배님 연락 못 받으면 어떡해요?', '그런 것들은 저희가 그 안전 조치를 했어요.', '아 그리고 제가 왜 지난번 신청 접수 번호드렸어요.', '피해금액이 발생되지 않도록 제가 드린 거잖아요.', '예', '2차피해가 발생되셔도 저희가 보상 처리합니다.', '걱정하지 마세요', '네', '그리고 저희 기관에서 계속적으로 전달하고 있구요.', '그쪽 에서도 상시적으로 계속 조회를 하고 있어요.', '걱정안하셔도 돼요', '네', '본인께서 걱정하지 마시고 아 핸드폰 종료하셔서 아 5시 전까지 조금만 이제 제가 수사할 수 있도록 도움을 주시면 돼요', '아 네 알겠습니다', '예 어제 끊어 주시고 핸드폰 종료를 해주시면 될 거예요', '네 네', '예']",1,2
 네 그 동부 경찰서 맞은 편에 그 도로변에 불법 주차 많이 돼 있는데 주차 단속 좀 해주세요. 네 선생님 회원구에 있는 동부 경찰서 맞은편에 불법 주정차 단속 말씀이십니까n/? 네 b/선생님 제가 통화 종료가 되는 대로 접수 드릴 텐데 위치나 내용 확인 차 혹여 연락을 드릴 수가 있어 통화 가능한 전화번호와 성함 말씀 부탁드리겠습니다n/. 소중한 정보 감사합니다. 선생님 지금 대로변 쪽인 n/ 팔용로 구간 쪽으로 단속 요청하시는 겁니까? 아니요. 팔룡 그 창원으로 가는 쪽 말고 이제 마산 쪽으로 가는 n/ 네 b/ 선생님 죄송합니다만 그러면 이제 대로 쪽을 단속 요청하시는 것이 아니라 마산 동부경찰서 쪽으로 네 주변에 단속 요청하시는 건이시고요. 네 마산 동부경찰서 쪽 그 양쪽 차선은 (6차선)/(육 차선) 정도 되거든요? (6차선)/(육 차선)입니다. 네 뭐 어쨌든 동부경찰서 그 그쪽 도로면은 그쪽 도로변 예 주정차 단속 좀 해주시면 (())) 알겠습니다. 선생님 그러면은 동부경찰서 진입하기 전에 있는 그 대로변 쪽으로 팔용로 구간에 n/ 단속 요청하셨다고 제가 접수를 드리겠습니다. 아 예 알겠습니다. n/ 감사합니다. 다른 궁금하신 점이나 요청 사항 있으십니까? 아 아니요n/. 그 단속 좀 자주 해주세요. 이거 지금 길에 차 많이 대놔가지고 많이 지나다니기 되게 불편 알겠습니다. 선생님 그러면 왕복 (6차선)/(육 차선) 구간 쪽으로 이제 양 방향 모두 다 네 지속적인 단속 요청하셨다고 제가 접수를 드리겠습니다. 예 알겠습니다. 네 추운 날씨 감기 조심하십시오. 예 감사합니다.,0,2
